Fuel Consumption City
13.15 dataper100km
15.00 datakmperl
29.92 datampgas
10.71 dataper100km
1.42 dataper10km
22.66 datakmperl
18.91 dataper100km
1.70 dataper10km
33.69 datampgimp
nan
2.67 dataper100km
17.32 datakmperl
22.46 dataper100km
67.96 datakmperl
19.81 datampgimp
19.59 dataper100km
14.21 datakmperl
1.80 dataper10km
11.63 datakmperl
3.88 datakmperl
8.71 datampgimp
5.31 datakmperl
10.88 datampgas
5.44 dataper100km
18.51 datampgimp
nan
23.11 dataper100km
1.70 dataper10km
32.20 dataper100km
54.11 dataper100km
4541.75 datampgimp
15.43 dataper100km
5.92 datakmperl
8.82 dataper100km
44.36 datampgimp
3.64 datakmperl
0.99 dataper10km
nan
22.72 datampgas
0.59 dataper10km
4.38 datakmperl
2.44 dataper10km
1.55 dataper10km
3.19 dataper10km
14.58 datampgas
2.54 datakmperl
10.33 datampgas
9.89 datakmperl
7.76 dataper100km
0.07 dataper10km
nan
3.75 datakmperl
5.86 dataper100km
8.49 datakmperl
26.55 dataper100km
nan
nan
11.42 dataper100km
95.46 datakmperl
98.17 datakmperl
66.96 datampgas
4.20 dataper100km
5.63 dataper100km
14.37 dataper100km
0
10.08 dataper100km
6.89 dataper100km
3.01 dataper10km
22.38 datampgas
18.62 dataper100km
15.54 datampgimp
1.02 dataper100km
20.24 datampgas
3.87 datakmperl
0.46 dataper10km
34.35 dataper100km
15.08 datakmperl
nan
19.16 dataper100km
17.20 dataper100km
6.73 datakmperl
3.24 dataper10km
12.18 dataper100km
154.16 datampgas
0.46 dataper10km
34.01 datampgas
6.31 datakmperl
74.37 datampgas
1.06 dataper10km
5.96 dataper100km
nan
82.86 datakmperl
4.48 datakmperl
nan
5.19 datakmperl
5.22 datakmperl
18.14 dataper100km
9.69 datampgas
1.72 dataper10km
13.29 datampgimp
51.65 datampgas
nan
3.24 datakmperl
18.76 dataper100km
69.00 datampgas
89.99 datakmperl
8.95 datampgas
20.55 dataper100km
1.24 dataper100km
1.11 dataper10km
14.76 dataper100km
15.84 datampgimp
1.73 dataper100km
26.13 dataper100km
19.69 dataper100km
19.73 datampgas
0.33 dataper10km
6.19 datakmperl
4.86 datakmperl
27.22 dataper100km
1.54 dataper10km
42.66 datampgas
1.50 dataper100km
0.57 dataper10km
8.34 dataper100km
11.84 dataper100km
16.83 datampgimp
nan
24.20 dataper100km
29.34 datampgimp
8.73 datakmperl
8.67 dataper100km
4.84 datakmperl
nan
0
10.59 datakmperl
7.80 dataper100km
18.46 datampgas
21.07 datampgas
43.93 datakmperl
118.40 datampgimp
11.18 datakmperl
nan
15.08 datampgimp
80.28 datampgimp
19.19 dataper100km
1.33 dataper100km
15.54 datampgas
7.93 datakmperl
23.16 dataper100km
18.79 dataper100km
13.21 datampgas
0.90 dataper10km
17.66 dataper100km
0.55 dataper10km
4.73 datakmperl
1.11 dataper10km
6.30 dataper100km
13.97 datakmperl
16.25 datampgas
16.10 datampgimp
9.57 datakmperl
0.61 dataper10km
14.35 dataper100km
56.76 datampgas
3.97 datakmperl
32.73 dataper100km
3.93 dataper100km
1.02 dataper10km
29.56 dataper100km
22.22 dataper100km
24.97 datampgimp
0.36 dataper10km
22.10 datampgimp
8.45 datakmperl
14.90 datampgimp
20.05 dataper100km
1.85 datakmperl
2.96 dataper100km
0.76 dataper10km
17.73 dataper100km
33.82 datampgimp
11.30 dataper100km
26.22 dataper100km
465.34 datampgimp
9.46 dataper100km
2.46 datakmperl
86.80 datakmperl
25.44 datampgas
34.28 dataper100km
5.77 datakmperl
22.39 dataper100km
10.42 dataper100km
56.23 datampgas
8.48 datakmperl
13.99 dataper100km
5.99 dataper100km
nan
9.69 dataper100km
1.88 dataper10km
36.42 datampgimp
49.36 datampgas
7.88 datampgimp
14.03 datampgas
17.64 dataper100km
15.51 datampgas
5.29 datakmperl
10.52 datampgimp
64.16 datakmperl
3.09 dataper100km
6.02 dataper100km
13.19 dataper100km
17.90 dataper100km
5.86 dataper100km
15.30 datampgas
22.07 dataper100km
10.04 datampgimp
29.80 datampgimp
5.96 datampgas
9.91 dataper100km
13.35 dataper100km
80.93 datampgimp
15.83 datampgimp
28.57 dataper100km
41.61 datampgimp
29.88 datampgas
nan
nan
7.38 dataper100km
3.31 dataper10km
nan
3.31 datakmperl
10.44 datampgas
36.23 datakmperl
12.75 dataper100km
3.12 datakmperl
8.55 dataper100km
11.27 datampgas
22.73 dataper100km
23.53 dataper100km
371.10 datampgas
92.07 datampgimp
52.49 datampgas
15.89 dataper100km
0.27 dataper10km
4.13 datakmperl
3.47 datakmperl
0.36 dataper10km
6.77 dataper100km
30.44 dataper100km
81.94 datampgas
13.60 dataper100km
2.33 datakmperl
1.84 dataper10km
14.50 dataper100km
15.28 datampgimp
23.71 dataper100km
0.33 dataper10km
18.21 dataper100km
4.91 dataper100km
0.77 dataper100km
0.41 dataper100km
7.20 dataper100km
48.00 datampgas
9.59 dataper100km
16.51 dataper100km
25.22 dataper100km
3.82 dataper100km
5.39 datakmperl
2.72 dataper100km
25.62 datampgas
nan
13.54 dataper100km
nan
5.60 dataper100km
35.16 datampgimp
393.57 datampgimp
2.86 datakmperl
39.07 datampgimp
22.49 dataper100km
nan
0.87 dataper10km
26.88 dataper100km
0.53 dataper100km
4.94 datakmperl
20.07 dataper100km
22.75 dataper100km
nan
nan
9.92 datampgas
11.62 dataper100km
6.63 datakmperl
1.45 dataper10km
97.32 datampgas
5.10 dataper100km
1.26 dataper10km
0.78 dataper10km
5.04 datakmperl
20.09 dataper100km
9.85 datampgimp
12.03 dataper100km
8.35 datakmperl
4.98 dataper100km
nan
13.34 dataper100km
19.40 dataper100km
0.09 dataper10km
16.50 datampgas
30.42 datampgimp
33.30 datampgas
67.28 datampgimp
14.35 datampgas
14.64 dataper100km
7.69 datampgimp
3.71 datakmperl
63.83 datampgas
188.27 datakmperl
1.01 dataper10km
10.36 dataper100km
4.05 dataper100km
nan
4.42 datakmperl
6.94 dataper100km
19.98 datakmperl
10.01 dataper100km
14.56 datampgas
11.45 datampgas
34.97 datampgimp
13.97 datampgimp
44.38 datampgas
nan
3.88 datakmperl
1.34 dataper100km
28.44 dataper100km
29.75 datampgas
10.29 datakmperl
1.66 dataper10km
nan
15.26 datampgas
0.88 dataper100km
4.87 datakmperl
2.93 dataper100km
6.83 dataper100km
3.79 datakmperl
41.39 datakmperl
28.81 dataper100km
nan
9.07 datampgas
19.94 datampgimp
53.05 datampgimp
31.44 dataper100km
1.51 dataper100km
nan
15.41 datakmperl
0.48 dataper100km
139.03 datampgas
4.25 datakmperl
0.55 dataper10km
14.46 datampgas
0.20 dataper100km
8.85 datampgas
54.98 datampgas
0.70 dataper10km
11.80 dataper100km
1.04 dataper10km
39.54 datampgimp
25.22 dataper100km
6.74 datakmperl
nan
6.38 dataper100km
4.16 dataper100km
3.58 dataper100km
12.58 dataper100km
1.30 dataper100km
6.56 datakmperl
4.31 datakmperl
2.58 dataper100km
47.34 datampgimp
12.27 datampgas
24.79 datampgimp
16.70 datampgimp
33.08 dataper100km
3.93 datakmperl
21.61 datakmperl
13.56 datampgas
11.17 dataper100km
17.34 dataper100km
8.16 datampgas
15.28 datampgimp
12.78 dataper100km
22.44 dataper100km
8.65 datakmperl
8.26 datakmperl
0.33 dataper10km
4.80 datakmperl
51.82 dataper100km
28.95 datampgimp
nan
13.11 dataper100km
18.32 dataper100km
9.92 dataper100km
8.27 datakmperl
53.96 dataper100km
3.60 datakmperl
5.69 dataper100km
47.62 dataper100km
150.53 datampgimp
1.59 dataper10km
9.66 datakmperl
0.56 dataper10km
9.24 dataper100km
16.15 dataper100km
22.37 datampgimp
0.57 dataper10km
8.57 datakmperl
12.10 dataper100km
26.52 datampgas
4.00 datakmperl
36.64 datampgimp
1.20 dataper10km
nan
10.44 datampgas
0.15 dataper100km
7.79 datakmperl
8.23 datakmperl
8.05 dataper100km
5.81 datakmperl
19.10 dataper100km
22.17 dataper100km
nan
8.96 datakmperl
11.34 datakmperl
25.71 dataper100km
25.43 dataper100km
5.80 dataper100km
5.93 datakmperl
23.41 datampgimp
1.66 dataper100km
13.53 dataper100km
9.34 datakmperl
20.37 dataper100km
4.25 dataper10km
3.54 datakmperl
13.16 dataper100km
1.91 dataper10km
38.29 datakmperl
14.53 datakmperl
41.31 datampgimp
27.44 datampgimp
18.22 datampgimp
3.47 dataper100km
10.49 datampgas
0.07 dataper100km
2.09 dataper10km
0.89 dataper100km
21.43 datakmperl
0.96 dataper100km
5.18 dataper100km
0.74 dataper10km
10.03 datampgimp
6.27 dataper100km
7.36 datampgimp
31.23 datampgas
0
2.40 dataper100km
1.02 dataper10km
12.68 dataper100km
51.28 datampgas
16.80 dataper100km
33.85 dataper100km
43.92 datampgas
14.06 datampgimp
4.71 dataper100km
8.16 dataper100km
11.06 dataper100km
0.84 dataper100km
22.84 dataper100km
35.09 dataper100km
8.86 dataper100km
6.07 datakmperl
19.70 dataper100km
9.22 dataper100km
15.31 dataper100km
40.01 datampgas
4.00 datakmperl
96.57 datampgas
4.80 datakmperl
31.55 datampgas
2.51 datakmperl
30.63 dataper100km
nan
28.58 dataper100km
17.60 dataper100km
7.53 datampgas
14.09 dataper100km
4.64 datakmperl
9.28 datakmperl
20.90 dataper100km
22.57 datakmperl
2.33 dataper100km
18.91 datampgimp
5.19 datakmperl
2.21 dataper10km
3.70 datakmperl
1.05 dataper10km
2.22 dataper100km
14.63 datampgas
19.87 datampgas
8.09 dataper100km
5.12 datakmperl
17.26 dataper100km
11.29 datampgas
24.49 dataper100km
26.64 datampgimp
10.00 dataper100km
8.94 datampgimp
1.05 dataper10km
12.45 dataper100km
15.50 datakmperl
181.42 datampgimp
18.54 dataper100km
0.97 dataper100km
18.70 dataper100km
8.69 datampgas
1.16 dataper10km
43.76 datampgimp
2.49 dataper10km
4.37 datakmperl
11.30 dataper100km
15.53 datampgimp
15.35 dataper100km
11.46 datampgas
2.96 datakmperl
32.43 datakmperl
2.44 dataper10km
7.64 datampgas
32.17 datampgimp
20.25 dataper100km
0.15 dataper10km
6.71 datakmperl
13.45 datampgimp
31.79 datampgimp
nan
20.45 datakmperl
9.74 dataper100km
33.09 dataper100km
4.81 datakmperl
7.48 datakmperl
41.85 datakmperl
6.32 datakmperl
nan
1.89 dataper10km
47.03 datampgimp
27.80 dataper100km
8.08 dataper100km
9.40 datampgas
11.25 datampgimp
7.57 datakmperl
10.38 datampgas
22.21 dataper100km
15.16 datakmperl
20.02 datampgas
14.13 datakmperl
0.15 dataper10km
4.35 datakmperl
10.97 datakmperl
4.83 datakmperl
4.86 dataper100km
6.00 dataper100km
34.49 datakmperl
5.06 dataper100km
21.61 datampgimp
3.13 datakmperl
2.07 dataper100km
39.69 datampgas
11.53 dataper100km
3.74 datakmperl
31.76 datampgimp
9.48 datampgas
8.02 datakmperl
nan
17.22 datampgas
10.59 dataper100km
1195.00 datakmperl
15.99 datampgimp
8.11 datakmperl
18.57 dataper100km
8.00 datakmperl
78.10 datakmperl
43.60 datampgas
12.34 datampgas
5.75 datakmperl
26.82 dataper100km
135981.35 datampgimp
5.00 datakmperl
0.55 dataper10km
50.01 datampgimp
23.74 datampgimp
22.55 datampgas
50.25 dataper100km
11.51 datampgimp
15.69 datakmperl
1.51 dataper100km
11.23 dataper100km
25.86 datampgas
25.14 datampgas
10.48 dataper100km
3.05 dataper100km
6.12 datakmperl
9.59 datakmperl
1.71 dataper10km
17.69 dataper100km
6.85 dataper100km
2.23 dataper10km
3.13 datakmperl
16.70 dataper100km
3.58 dataper100km
174.44 datampgimp
1.28 dataper10km
15.18 datakmperl
nan
25.74 datampgimp
19.28 dataper100km
34.26 datampgimp
19.34 dataper100km
0.34 dataper100km
1.08 dataper10km
16.26 datampgas
1.26 dataper100km
23.24 datampgas
20.19 dataper100km
30.10 dataper100km
8.91 datampgimp
1.20 dataper10km
5.47 datampgas
11.74 dataper100km
11.18 dataper100km
110.79 datakmperl
nan
13.06 dataper100km
2.69 dataper10km
10.21 datakmperl
5.28 dataper100km
3.60 datakmperl
nan
nan
6.54 datakmperl
1.74 dataper10km
31.19 dataper100km
36.19 datakmperl
16.82 dataper100km
17.45 dataper100km
0.39 dataper10km
18.29 dataper100km
16.72 datampgimp
0.83 dataper10km
2.78 dataper10km
150.58 datampgas
2.37 dataper10km
82.29 datampgimp
92.99 datampgas
9.37 datampgas
5.62 dataper100km
15.53 datampgimp
16.59 datampgimp
0.32 dataper10km
nan
14.73 dataper100km
5.20 datakmperl
nan
0.53 dataper10km
0.86 dataper100km
nan
5.10 datakmperl
33.94 datampgas
162.66 datampgas
30.89 dataper100km
11.44 datampgimp
1.18 dataper10km
2.62 datakmperl
4.77 dataper100km
8.27 dataper100km
4.04 datakmperl
4.81 dataper100km
nan
0.60 dataper100km
16.01 datampgas
10.70 dataper100km
11.41 datampgas
17.19 dataper100km
7.09 dataper100km
14.51 dataper100km
19.47 dataper100km
4.98 datampgimp
nan
22.69 datampgimp
2.79 dataper10km
8.07 dataper100km
3.77 dataper10km
4.39 dataper100km
18.49 datampgas
3.54 datakmperl
30.15 datampgas
48.23 datampgimp
5.81 datakmperl
7.26 datakmperl
7.77 datakmperl
8.25 datampgas
7.08 dataper100km
12.81 dataper100km
6.93 datakmperl
56.85 datampgimp
41.60 dataper100km
11.39 dataper100km
3.05 dataper100km
19.80 datampgimp
22.44 datampgimp
6.53 datakmperl
17.97 dataper100km
3.71 dataper10km
18.19 datampgas
3.43 dataper100km
6.23 datakmperl
14.35 datampgas
8.75 datakmperl
9.80 datakmperl
9.46 dataper100km
71.29 datampgas
20.07 dataper100km
10.57 datampgas
10.24 dataper100km
34.47 dataper100km
77.24 datampgimp
0.84 dataper10km
0.43 dataper100km
11.47 dataper100km
7.96 datakmperl
11.73 datakmperl
13.12 dataper100km
4.84 datakmperl
23.05 dataper100km
10.47 datakmperl
6.64 datakmperl
20.41 datakmperl
11.08 dataper100km
8.38 datakmperl
24.69 datampgas
6.86 datakmperl
1.73 dataper10km
10.59 datakmperl
7.31 dataper100km
9.37 datakmperl
2.71 dataper10km
87.31 datampgas
4.18 dataper100km
29.23 datampgas
7.26 dataper100km
10.90 dataper100km
2.10 dataper10km
4.04 datampgimp
6.23 datakmperl
7.54 dataper100km
17.46 datakmperl
7.15 datakmperl
0.62 dataper100km
17.76 dataper100km
19.12 datakmperl
10.51 datampgas
34.42 dataper100km
11.04 dataper100km
1.03 dataper10km
10.60 datakmperl
23.41 datampgas
10.69 dataper100km
13.40 datakmperl
0.13 dataper10km
9.98 datampgimp
14.67 dataper100km
10.96 datakmperl
1.29 dataper10km
4.51 dataper100km
2.02 dataper10km
29.75 datampgimp
106.25 datakmperl
2.39 dataper10km
41.62 datampgimp
81.78 datakmperl
17.08 datakmperl
3.79 datakmperl
5.69 dataper100km
32.45 dataper100km
nan
9.23 dataper100km
6.11 dataper100km
16.08 datampgas
9.35 datampgimp
37.13 datakmperl
8.03 dataper100km
5.73 datakmperl
0.74 dataper10km
10.71 dataper100km
10.46 datampgas
19.39 datampgimp
2.36 dataper10km
8.06 dataper100km
17.67 dataper100km
nan
20.06 datakmperl
2.01 dataper100km
17.14 dataper100km
13.08 dataper100km
10.81 datakmperl
nan
11.47 datakmperl
2.78 dataper100km
10.32 datampgas
78.56 datampgas
17.55 datampgas
21.74 datampgimp
38.79 datampgas
62.30 datampgimp
0.20 dataper10km
20.97 dataper100km
147.14 datampgas
2.77 datakmperl
37.12 datakmperl
18.38 datakmperl
22.09 datampgas
671.68 datampgimp
21.12 datampgas
9.35 dataper100km
59.81 datampgimp
27.18 dataper100km
52.34 datampgas
20.47 datampgas
2.66 dataper10km
36.46 datampgas
15.41 datakmperl
5.08 dataper100km
1.83 datakmperl
17.14 dataper100km
15.56 dataper100km
32.28 dataper100km
17.82 dataper100km
nan
4.54 datakmperl
17.73 dataper100km
35.06 datampgas
3.74 dataper100km
1.72 dataper100km
10.17 datakmperl
2.73 datakmperl
30.26 dataper100km
6.15 datakmperl
8.57 datampgas
309.35 datampgimp
24.26 dataper100km
90.57 datampgas
6.35 datakmperl
5.05 dataper100km
21.20 dataper100km
16.14 dataper100km
0.62 dataper10km
15.38 datakmperl
17.65 datakmperl
9.18 dataper100km
0.53 dataper10km
4.09 datakmperl
6.68 datampgas
4.76 datakmperl
7.85 datakmperl
24.10 datampgimp
7.53 datakmperl
8.05 dataper100km
2.47 dataper10km
7.27 dataper100km
5.59 dataper100km
0.94 dataper10km
19.11 datampgimp
28.44 dataper100km
38.20 dataper100km
30.29 datampgas
12.23 dataper100km
10.33 dataper100km
113.55 datakmperl
7.75 datakmperl
29.82 dataper100km
10.84 datakmperl
3.37 datakmperl
19.22 datampgimp
18.53 dataper100km
18.89 dataper100km
14.34 dataper100km
0
11.77 dataper100km
2.24 dataper10km
6.83 dataper10km
10.51 datampgas
2.69 dataper10km
8.52 datampgas
29.13 datampgimp
6.45 datakmperl
25.20 dataper100km
15.36 dataper100km
10.17 dataper100km
2.72 datakmperl
4.32 datakmperl
3.43 datakmperl
18.17 datampgas
10.19 dataper100km
7.48 datakmperl
5.53 datakmperl
16.45 dataper100km
11.13 dataper100km
15.62 datampgas
11.68 dataper100km
31.28 dataper100km
0.43 dataper10km
4.56 datakmperl
20.62 dataper100km
nan
8.10 datakmperl
2.33 dataper10km
9.17 dataper100km
5.69 datakmperl
15.56 datakmperl
14.81 dataper100km
65.77 datampgimp
2.22 dataper10km
113.00 datakmperl
4.01 dataper10km
8.04 dataper100km
1.44 dataper10km
12.55 datampgimp
16.11 dataper100km
3.26 dataper100km
24.36 dataper100km
nan
nan
14.41 dataper100km
17.72 datampgimp
nan
13.64 datakmperl
27.50 dataper100km
1.96 dataper10km
78.37 datampgas
43.51 datakmperl
202.18 datakmperl
5.62 datakmperl
2.04 dataper10km
3.91 datakmperl
10.72 dataper100km
8.54 dataper100km
9.18 dataper100km
12.30 datampgimp
23.89 dataper100km
8.66 datakmperl
1.47 dataper100km
16.24 dataper100km
13.03 dataper100km
17.31 dataper100km
14.59 dataper100km
15.75 dataper100km
5.75 dataper100km
18.52 dataper100km
23.28 dataper100km
11.59 datakmperl
4.57 datakmperl
13.70 dataper100km
1.63 dataper100km
3.78 dataper10km
0.13 dataper100km
32.02 dataper100km
0.41 dataper10km
14.33 dataper100km
13.23 datampgas
21.29 datampgas
7.03 dataper100km
5.69 datakmperl
17.12 datakmperl
0.78 dataper100km
9.92 dataper100km
21.37 dataper100km
1.99 dataper10km
28.51 datampgas
4.26 dataper100km
0.97 dataper10km
46.91 datampgimp
9.80 dataper100km
591.91 datampgimp
0.47 dataper100km
12.24 datakmperl
29.21 datampgas
15.83 dataper100km
3.67 datakmperl
1.26 dataper10km
nan
15.01 datampgimp
6.02 dataper100km
3.90 datakmperl
16.32 dataper100km
1.85 dataper100km
8.52 dataper100km
2.96 dataper100km
10.91 datampgas
4.03 datakmperl
4.35 datakmperl
5.91 datakmperl
3.30 dataper10km
2.14 dataper10km
15.44 datakmperl
0.97 dataper10km
8.70 datakmperl
nan
nan
4.87 dataper100km
14.37 datakmperl
21.25 dataper100km
21.42 dataper100km
5.35 datakmperl
8.18 dataper100km
17.72 datakmperl
16.02 datakmperl
25.60 dataper100km
18.52 dataper100km
4.09 datakmperl
1.59 dataper10km
31.17 datampgimp
17.40 dataper100km
38.07 datakmperl
53.44 datampgas
14.39 dataper100km
8.83 datakmperl
12.13 datampgimp
130.57 datampgimp
12.64 datampgas
52.25 datampgimp
11.52 datakmperl
34.41 dataper100km
16.60 dataper100km
9.80 dataper100km
20.77 dataper100km
11.83 dataper100km
6.39 datampgas
1.35 dataper10km
6.69 datakmperl
31.59 datampgimp
15.12 dataper100km
7.12 datakmperl
5.97 dataper100km
4.98 dataper100km
4.81 datakmperl
19.51 datampgimp
12.41 datampgas
9.69 dataper100km
47.59 datampgimp
3.85 dataper100km
6.90 dataper100km
7.48 dataper100km
nan
6.58 datakmperl
12.93 dataper100km
31.76 datampgas
22.37 dataper100km
12.70 dataper100km
12.12 datakmperl
1.65 dataper100km
19.90 dataper100km
16.87 datampgimp
98.87 datampgas
32.06 dataper100km
29.23 datampgimp
14.00 dataper100km
2.62 datakmperl
3.22 dataper100km
21.56 datampgas
32.42 dataper100km
25.13 dataper100km
11.15 dataper100km
13.45 datampgimp
1.98 dataper100km
27.22 dataper100km
15.06 dataper100km
0.39 dataper10km
0.67 dataper10km
21.36 dataper100km
17.10 datampgimp
nan
13.03 dataper100km
4.85 dataper100km
6.56 datakmperl
1.50 dataper10km
26.89 dataper100km
16.62 dataper100km
13.41 dataper100km
21.23 datakmperl
20.86 dataper100km
4.76 datakmperl
6.53 dataper100km
0.32 dataper10km
87.98 datampgimp
13.84 datampgimp
13.64 dataper100km
8.03 datakmperl
1.00 dataper100km
1.54 dataper10km
108.92 datampgas
23.62 dataper100km
3.50 datakmperl
5.39 datakmperl
0.76 dataper100km
4.78 datakmperl
6.48 datakmperl
11.29 datakmperl
nan
nan
18.72 dataper100km
2.06 dataper10km
13.97 datakmperl
8.69 datakmperl
13.78 datakmperl
53.13 dataper100km
2.20 dataper10km
42.67 dataper100km
0.27 dataper10km
31.23 datakmperl
8.47 datakmperl
69.82 dataper100km
nan
11.73 datakmperl
17.12 datakmperl
41.21 dataper100km
1.29 dataper10km
31.90 dataper100km
6.19 datakmperl
6.04 dataper100km
34.08 datampgas
27.93 dataper100km
43.41 datakmperl
2.37 dataper100km
0.86 dataper100km
12.16 datampgas
14.80 dataper100km
16.31 dataper100km
0.62 dataper100km
10.82 datampgimp
9.20 dataper100km
13.61 dataper100km
11.56 dataper100km
2.36 dataper10km
28.77 dataper100km
16.52 datampgas
8.31 datampgas
24.47 dataper100km
0.91 dataper10km
0.66 dataper10km
28.34 datakmperl
0.26 dataper10km
11.21 datakmperl
6.83 datakmperl
36.17 datakmperl
29.40 datampgimp
16.36 datampgimp
3.54 datakmperl
17.53 datampgimp
45.04 dataper100km
36.53 datampgas
8.45 dataper100km
5.02 datakmperl
5.86 dataper100km
14.95 datampgimp
15.52 dataper100km
22.24 dataper100km
0.26 dataper100km
6.46 datakmperl
5.70 dataper100km
10.12 datampgimp
3.77 datakmperl
3.71 dataper10km
16.88 dataper100km
15.71 datampgimp
3085.28 datakmperl
17.60 datampgas
23.62 datampgas
10.32 dataper100km
71.93 datampgimp
nan
nan
8.77 dataper100km
6.22 datakmperl
3.11 dataper100km
nan
0.09 dataper10km
35.24 dataper100km
29.27 datakmperl
99.17 datampgimp
100.80 datampgas
8.07 datampgimp
9.17 dataper100km
7.94 datampgimp
6.65 datampgimp
2.08 dataper100km
3.42 datakmperl
nan
4.43 dataper100km
19.53 datampgas
15.01 datampgimp
21.18 datampgas
6.82 dataper100km
10.70 dataper100km
11.19 dataper100km
7.92 datakmperl
20.46 datampgas
1.78 dataper10km
50.82 datampgas
18.37 dataper100km
18.67 dataper100km
13.55 dataper100km
3.08 datakmperl
9.20 dataper100km
9.68 dataper100km
9.76 dataper100km
28.22 datakmperl
1.75 datakmperl
15.37 datampgas
135.86 datampgas
41.16 datampgas
17.08 datakmperl
14.99 datampgimp
4.63 datakmperl
9.70 dataper100km
11.18 dataper100km
15.44 datakmperl
2.60 dataper100km
103.76 datampgas
6.98 dataper100km
3.32 dataper100km
11.48 datampgas
11.75 datampgimp
51.47 datakmperl
9.50 datakmperl
nan
16.85 datampgimp
27.93 dataper100km
7.78 datampgas
5.53 datakmperl
1.57 dataper100km
1.55 dataper10km
14.44 datakmperl
5.74 dataper100km
5.18 datakmperl
32.86 datampgimp
31.61 dataper100km
563.82 datakmperl
0
nan
1.48 dataper100km
42.51 datampgimp
nan
20.88 datampgas
11.01 dataper100km
9.15 datampgimp
38.45 datampgas
11.71 datampgimp
52.45 datampgimp
23.13 dataper100km
0
4.31 datakmperl
nan
11.92 dataper100km
1.27 dataper10km
8.94 datampgas
0.79 dataper10km
35.40 datampgimp
3.35 dataper100km
0.36 dataper10km
2.27 dataper10km
15.29 datakmperl
14.46 dataper100km
4.86 datakmperl
40.11 dataper100km
19.46 datampgimp
85.03 datampgas
17.68 dataper100km
6.92 dataper100km
1.89 dataper10km
11.99 datampgas
8.19 dataper100km
99.93 datampgas
15.39 dataper100km
0.87 dataper10km
18.14 dataper100km
8.29 datampgas
12.83 dataper100km
1.88 dataper10km
0.35 dataper100km
0.26 dataper10km
7.82 dataper100km
24.84 dataper100km
0
78.99 datampgimp
7.50 dataper100km
5.79 datakmperl
14.88 dataper100km
6.56 datakmperl
3.24 datakmperl
0.72 dataper10km
5.68 dataper100km
4.06 datakmperl
11.25 datakmperl
34.94 datampgimp
8.36 dataper100km
1.43 dataper10km
53.49 datampgas
24.73 dataper100km
11.04 datampgas
3.90 datakmperl
5.08 datakmperl
1.68 dataper10km
31.95 dataper100km
28.88 dataper100km
27.29 dataper100km
11.17 dataper100km
6.40 dataper100km
5.06 dataper100km
8.87 dataper100km
1.63 dataper10km
3.20 datakmperl
