Id,CO2 Emissions(g/km)
55694,237.33246017949713
55695,280.70945819582914
55696,220.48300850926097
55697,222.19989993135164
55698,228.07221642547964
55699,121.31344433940335
55700,307.94514149725876
55701,161.69316055167548
55702,218.58245142325597
55703,164.23160741190267
55704,267.38201286643107
55705,225.02793801647402
55706,320.29879495949075
55707,230.659736847872
55708,251.79454913138517
55709,184.57861516482726
55710,164.88534098217315
55711,186.4356213505131
55712,196.0268818600037
55713,392.87298556224766
55714,218.13843920797015
55715,220.1745178590493
55716,245.08033175640574
55717,242.25186830635766
55718,173.22609423480588
55719,213.9500337191489
55720,264.7477690971944
55721,128.79934575316912
55722,382.72646362371586
55723,167.19729243213118
55724,400.25837345183106
55725,249.19406762393194
55726,226.94660344164572
55727,366.95651572426476
55728,349.9238882805944
55729,168.9709201015759
55730,266.56019592734873
55731,232.33807358866784
55732,216.68275861440202
55733,261.80933960701077
55734,303.98459365348924
55735,235.77989436668406
55736,152.85623200090114
55737,215.46238326872617
55738,284.4727718254253
55739,328.2600876617722
55740,250.54243271530706
55741,170.8607999866311
55742,214.98436585299504
55743,299.0370453314881
55744,226.62081285519608
55745,282.7691600549259
55746,169.74328585710947
55747,222.46428616008438
55748,218.98562646584531
55749,206.4133312802846
55750,224.89987501274618
55751,370.8729760837588
55752,236.65721138670904
55753,190.20354454658073
55754,226.7856889321793
55755,257.28305030067975
55756,140.8935276730308
55757,346.378661782976
55758,244.37403526320549
55759,253.1261409097565
55760,174.29387562413098
55761,305.4926140000723
55762,204.04733277913675
55763,191.23731995713229
55764,289.51262066460043
55765,302.292855877423
55766,168.0630405305016
55767,349.5131138069854
55768,196.7190313462012
55769,196.28153355739317
55770,167.6244793983839
55771,380.9051699108717
55772,229.14222990812164
55773,207.92027081377978
55774,186.86665104455298
55775,319.0182288559367
55776,292.3422848505659
55777,224.98524665187088
55778,225.61494244269414
55779,236.72276592830826
55780,334.71564103744555
55781,243.06488447747307
55782,170.55748880408845
55783,194.13483694747248
55784,189.84077836584186
55785,240.63970387237964
55786,301.3203403952356
55787,340.34272183997825
55788,244.91051824750355
55789,304.24973011359776
55790,246.48540061788907
55791,253.11798710037743
55792,329.5350469227565
55793,235.18218275069557
55794,336.42479660270584
55795,346.1634580006239
55796,244.80009579244097
55797,186.36327642331497
55798,166.71820499343687
55799,124.44667103695906
55800,306.34445236345454
55801,224.76030935829414
55802,276.094881553438
55803,225.79496282541953
55804,204.1523599563935
55805,235.1893167200529
55806,204.0970163758148
55807,224.8211267330579
55808,229.437703921406
55809,204.54226147304453
55810,157.35810985602097
55811,327.58826136769403
55812,143.29530007800855
55813,190.82605340243447
55814,225.5544647621584
55815,223.42071616072738
55816,176.41046336731944
55817,248.08093549695587
55818,174.68185126413877
55819,379.3686618180443
55820,350.0483743113326
55821,227.19396491029133
55822,168.39911721211732
55823,192.08998700852126
55824,200.25167266906732
55825,203.87114630455187
55826,233.75787129462304
55827,171.40848620774057
55828,171.46006207044385
55829,329.9730849986424
55830,201.3237434894726
55831,256.678381746622
55832,209.0133179328048
55833,225.46919448887203
55834,212.8383751361203
55835,242.95786738509545
55836,201.07673993257612
55837,316.8124198956733
55838,228.7753165117356
55839,137.05257841348532
55840,236.17333108277478
55841,284.50734196581004
55842,250.83066574228965
55843,185.17380357937705
55844,237.02723804102362
55845,237.47568409345274
55846,345.9731928340864
55847,339.07420037987123
55848,216.57694680336726
55849,197.9839852821674
55850,258.336744792795
55851,206.51610337800741
55852,252.56552472822278
55853,216.31983797757067
55854,253.96296946973314
55855,226.54134361676643
55856,185.3994493274333
55857,272.62274196621615
55858,233.14432843329524
55859,172.74201845706392
55860,230.59162643876962
55861,306.66404326437714
55862,218.23747251446395
55863,297.5934667095872
55864,189.34151687315764
55865,243.89871389207264
55866,221.0414236797943
55867,229.19892129191382
55868,196.0984076768754
55869,318.8605622102822
55870,192.0226698512141
55871,189.01422167237985
55872,215.80857703785563
55873,296.8027444232571
55874,332.3106325146841
55875,225.4234405964625
55876,246.70975820096325
55877,249.61179487882202
55878,195.0462043295524
55879,166.15042716189254
55880,216.4037323083332
55881,196.63868716732384
55882,235.75321472642713
55883,253.48349308522177
55884,298.3081390504913
55885,210.04333464355523
55886,172.8788343194276
55887,168.96693312031096
55888,129.10413024892364
55889,277.8001099976167
55890,175.18253419005651
55891,258.2910550524185
55892,389.23448610360646
55893,280.4635138030412
55894,222.40564073334258
55895,279.24287293569324
55896,168.84711571336874
55897,227.31644580977724
55898,217.93642119122393
55899,349.23293429071396
55900,246.88600420432715
55901,307.56953262995694
55902,339.4449056828788
55903,205.36185089286803
55904,295.3290945645621
55905,204.27412756240258
55906,222.68880840065344
55907,330.64971567435396
55908,168.36534764380337
55909,252.00176337487727
55910,159.51445246253562
55911,169.36369052796138
55912,329.88040665698225
55913,172.8008973483237
55914,298.39541176276094
55915,377.86447256602423
55916,301.5367249713674
55917,222.03917588756045
55918,240.56679728035795
55919,283.1258012496111
55920,300.9290209488287
55921,192.74562781667777
55922,280.57089071948496
55923,260.03018719441735
55924,340.7476750789066
55925,262.7913570834769
55926,245.14465253262495
55927,280.5723281294365
55928,232.9455868361809
55929,165.06067165175946
55930,173.79112465733348
55931,229.17873137378967
55932,290.79259103095194
55933,330.68380612758403
55934,248.25606544973033
55935,169.00259207941758
55936,175.6989591418909
55937,217.33941505012632
55938,195.5046833223492
55939,233.9909543341073
55940,251.05692410520464
55941,187.74959120410176
55942,310.3570887209713
55943,162.53676912336704
55944,209.8378902241671
55945,228.53740701927157
55946,223.16116359531318
55947,248.0137376213919
55948,390.6107844588032
55949,280.15795242929994
55950,193.01955113683778
55951,212.08485615507306
55952,390.9615230694619
55953,164.25345137571094
55954,263.81215594596404
55955,165.45607463839127
55956,172.18363311707844
55957,266.7008190532285
55958,212.400769520332
55959,275.60989037112336
55960,210.45652058459814
55961,313.47710432908855
55962,241.5302522519033
55963,244.98690833843557
55964,228.5871781639314
55965,156.98432093805832
55966,257.6880336581279
55967,292.91273359082345
55968,221.9141086547807
55969,176.7403565983386
55970,215.76687927574812
55971,194.19363060060138
55972,324.8030580482448
55973,295.58384646116025
55974,346.9692910114085
55975,389.60289417227966
55976,154.8143095030178
55977,181.57017410280258
55978,204.70439357457903
55979,216.54749388003074
55980,308.63343010618894
55981,332.8136423558326
55982,219.26070793911987
55983,252.40283876345342
55984,208.16949250872864
55985,206.05596955176804
55986,173.4922754963818
55987,370.6498443990447
55988,194.56011354400064
55989,353.66326652771716
55990,223.2155427515301
55991,348.8362805466837
55992,230.16928279240813
55993,189.55885785732346
55994,272.4598413199244
55995,275.3563344034692
55996,177.81570513803075
55997,275.71376081696417
55998,316.9409164936402
55999,344.76677760484654
56000,221.86172943256966
56001,214.88478087780564
56002,298.245622795694
56003,273.17518195242434
56004,240.12106643346078
56005,223.29667864363427
56006,235.61480335972172
56007,206.41146203768386
56008,200.6678597357653
56009,190.36570123371337
56010,263.50796790448425
56011,169.44018573581553
56012,183.20556634145277
56013,336.23568313956673
56014,163.24252770390927
56015,192.12102031531185
56016,208.04719644628716
56017,257.7000732806305
56018,193.82273066036834
56019,222.69114315828148
56020,224.32521132033327
56021,244.3860939642062
56022,401.6228647255091
56023,193.55483011755837
56024,252.79730015204171
56025,273.33295305715785
56026,235.5208961515322
56027,164.7028419066645
56028,273.9520222320755
56029,258.484193561424
56030,372.98501761112163
56031,188.44882009606596
56032,215.2238562995705
56033,241.17609549016458
56034,236.52866555573792
56035,340.10230131228195
56036,180.9757796847944
56037,187.6101107107492
56038,241.33530000112302
56039,378.27115051830344
56040,273.8764665240327
56041,306.1392254189559
56042,237.81254262384778
56043,170.39985794549347
56044,264.8372145057786
56045,270.666011980182
56046,166.455961686336
56047,230.95903423003904
56048,236.08557346818645
56049,253.66612790395868
56050,194.97281617988796
56051,213.5349222221614
56052,182.252708531484
56053,303.67644838105014
56054,216.74704485550052
56055,210.42301939127185
56056,219.81435872096392
56057,222.36931129633177
56058,169.00255780746878
56059,345.2395211226891
56060,345.87452973273514
56061,233.2954831970535
56062,272.04026983746894
56063,333.1813249150228
56064,378.0096276956417
56065,245.04160609549874
56066,214.76636757083213
56067,332.01764068212685
56068,169.95920457374143
56069,214.20978539547374
56070,229.02380907440372
56071,195.0123834658056
56072,174.57000411983222
56073,265.4369889913592
56074,316.2410065274596
56075,270.8902676875656
56076,199.14199289375674
56077,163.96854235769356
56078,398.66938497424013
56079,337.3841724670773
56080,223.52762310993774
56081,349.0858497730899
56082,246.90237517050565
56083,250.95080254680846
56084,233.5622855695175
56085,217.03423109436795
56086,229.20135295086655
56087,165.27108308441055
56088,339.6938595414233
56089,301.12642958944355
56090,314.8834662987281
56091,161.88250905209756
56092,253.64183023673525
56093,222.68847121464478
56094,204.16680112916018
56095,307.3368180976635
56096,191.41796585346984
56097,240.74498744309554
56098,253.30648227373433
56099,257.90029235407064
56100,213.2963320584053
56101,381.03430974217656
56102,331.2727317584322
56103,245.95060652060317
56104,210.98134703982905
56105,206.77873887396126
56106,184.2736952169052
56107,223.84599177419514
56108,291.453694153255
56109,305.21033245655644
56110,315.704758601618
56111,388.4194451218254
56112,253.018160581118
56113,160.1641812601157
56114,243.0693151924588
56115,370.6016641258815
56116,149.7464409988471
56117,230.06576680240056
56118,290.92530462050513
56119,242.85374878529717
56120,301.17638208594553
56121,184.58881110905415
56122,304.9775100427319
56123,297.4617692651457
56124,362.9797197982972
56125,339.3142196428946
56126,212.15017404458177
56127,257.61350709502324
56128,262.70492963324364
56129,270.8631524207234
56130,166.44608692306272
56131,310.0444975438029
56132,238.20293428078503
56133,230.80518359648008
56134,316.49020208541185
56135,220.0257774678171
56136,241.4793058156235
56137,179.06410939804675
56138,324.65795512261553
56139,219.63172816135773
56140,331.67036043472774
56141,231.8708875094918
56142,263.15960261299085
56143,191.50938970221915
56144,184.50578346752621
56145,223.65640063696776
56146,164.9791763840543
56147,171.79040652251518
56148,191.0652745679668
56149,230.62502650278984
56150,270.7470385526419
56151,279.6614774517113
56152,233.9802978679385
56153,227.4608268505725
56154,329.9575063692789
56155,322.6622755240028
56156,368.3858984835
56157,173.6287795913983
56158,220.82295401577898
56159,313.349633342325
56160,335.9957210287827
56161,225.15859380021692
56162,254.8615090922423
56163,334.31523393633694
56164,204.74645749424224
56165,221.18155082693886
56166,272.22179393575897
56167,259.01058214745456
56168,308.8469252717921
56169,235.62662015974712
56170,168.1122770879644
56171,194.82701000755026
56172,279.8363622793179
56173,233.4039439165778
56174,330.5443082306863
56175,204.91570215703845
56176,307.0995347781726
56177,377.27029690494976
56178,336.99177744217974
56179,203.6329944403195
56180,202.5600814667127
56181,205.3990530977071
56182,251.2056159252649
56183,409.3842713835211
56184,139.88084042292513
56185,171.31076795480124
56186,305.91315365954154
56187,245.50288775299506
56188,202.9812841933254
56189,267.3450392589333
56190,333.999226466118
56191,184.95430723903397
56192,259.4127731783052
56193,399.62774444770537
56194,139.31710737887028
56195,175.7372630411699
56196,228.04240023642632
56197,279.76610126636047
56198,149.4780953525418
56199,335.73166395334005
56200,230.1736130293868
56201,272.5704528099125
56202,242.63348445307622
56203,287.3067999947683
56204,208.76469123067284
56205,245.02590750483228
56206,224.1532997357812
56207,336.8839776619991
56208,191.6131402965301
56209,179.27716161616266
56210,183.52670942140145
